,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0123-000,9999,123,0,ストライク,,ストライク,"['つるぎのまい', 'つばめがえし', 'とんぼがえり', 'インファイト', 'くさわけ', 'でんこうせっか', 'とびつく', 'バトンタッチ', 'テラバースト', 'どろぼう']","[65.7, 59.0, 38.1, 28.9, 28.3, 24.3, 19.7, 19.3, 15.4, 14.1]","['テクニシャン', 'むしのしらせ', 'ふくつのこころ']","[89.9, 7.3, 2.8]","['しんかのきせき', 'こだわりハチマキ', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'ぼうじんゴーグル', 'じゃくてんほけん', 'ピントレンズ', 'メンタルハーブ', 'あつぞこブーツ']","[87.0, 3.6, 3.0, 2.5, 0.9, 0.4, 0.3, 0.3, 0.2, 0.2]","['ノーマル', 'ひこう', 'はがね', 'じめん', 'かくとう', 'ほのお', 'みず', 'フェアリー', 'むし', 'くさ']","[24.9, 21.3, 7.0, 6.5, 4.9, 4.6, 4.6, 3.9, 3.9, 3.9]"
0129-000,9999,129,0,コイキング,,コイキング,"['はねる', 'たいあたり', 'じたばた']","[96.7, 53.4, 51.9]","['すいすい', 'びびり']","[97.9, 2.1]","['おおきなタケノコ', 'きあいのタスキ', 'こだわりハチマキ', 'いのちのたま', 'ゴツゴツメット', 'あかいいと', 'おうじゃのしるし']","[48.2, 40.8, 7.1, 2.3, 0.6, 0.6, 0.3]","['ノーマル', 'みず']","[94.7, 5.3]"
0133-000,9999,133,0,イーブイ,,イーブイ,"['でんこうせっか', 'じたばた', 'あくび', 'テラバースト', 'つぶらなひとみ', 'こらえる', 'みがわり', 'ハイパーボイス', 'めいそう', 'ほしがる']","[48.4, 40.0, 31.3, 23.3, 21.5, 20.1, 17.4, 17.4, 16.5, 16.5]","['てきおうりょく', 'きけんよち', 'にげあし']","[86.8, 9.6, 3.6]","['きあいのタスキ', 'しんかのきせき', 'カムラのみ', 'とつげきチョッキ', 'こだわりハチマキ', 'シルクのスカーフ', 'いのちのたま', 'あかいいと', 'ピッピにんぎょう', 'ねらいのまと']","[52.7, 19.7, 7.6, 6.1, 4.2, 2.3, 2.3, 1.5, 1.1, 0.8]","['ノーマル', 'ゴースト', 'エスパー', 'じめん', 'かくとう']","[68.8, 18.8, 6.3, 4.2, 2.1]"
0147-000,9999,147,0,ミニリュウ,,ミニリュウ,"['まきつく', 'にらみつける', 'しんそく', 'りゅうのまい', 'ドラゴンダイブ', 'しんぴのまもり', 'あまごい', 'アクアテール', 'たたきつける', 'でんじは']","[68.6, 64.8, 45.7, 44.8, 30.5, 30.5, 26.7, 7.6, 4.8, 3.8]","['だっぴ', 'ふしぎなうろこ']","[88.9, 11.1]",['しんかのきせき'],[100.0],,
0148-000,9999,148,0,ハクリュー,,ハクリュー,"['ねむる', 'ドラゴンテール', 'でんじは', 'まきつく', 'ねごと', 'りゅうのまい', 'アイアンヘッド', 'ほのおのうず', 'ひかりのかべ', 'ひやみず']","[83.7, 65.6, 62.4, 24.6, 23.0, 15.3, 14.5, 14.5, 9.8, 8.9]","['だっぴ', 'ふしぎなうろこ']","[68.0, 32.0]","['しんかのきせき', 'かえんだま', 'こだわりハチマキ', 'ねばりのかぎづめ', 'ピントレンズ', 'たつじんのおび', 'たべのこし', 'ラムのみ', 'しめつけバンド', 'サイコシード']","[94.3, 1.8, 1.4, 1.3, 0.4, 0.3, 0.2, 0.2, 0.1, 0.1]","['はがね', 'でんき', 'フェアリー', 'ノーマル', 'ドラゴン', 'ほのお', 'いわ', 'どく', 'こおり', 'ゴースト']","[29.7, 28.3, 11.3, 9.9, 6.6, 4.7, 4.2, 1.9, 1.4, 0.9]"
0172-000,9999,172,0,ピチュー,,ピチュー,"['ほっぺすりすり', 'でんきショック', 'あまえる', 'わるだくみ', 'アンコール', 'ひかりのかべ', '１０まんボルト', 'ねこだまし', 'しっぽをふる', 'テラバースト']","[92.8, 66.6, 63.0, 59.8, 23.1, 9.6, 8.4, 8.3, 8.0, 8.0]","['せいでんき', 'ひらいしん']","[81.0, 19.0]","['きあいのタスキ', 'こだわりスカーフ', 'モモンのみ', 'こだわりメガネ', 'しんかのきせき', 'じしゃく']","[90.0, 4.3, 2.1, 2.1, 0.7, 0.7]","['フェアリー', 'でんき']","[80.0, 20.0]"
0174-000,9999,174,0,ププリン,,ププリン,"['うたう', 'まねっこ', 'はたく', 'まるくなる', 'まもる', 'ほろびのうた', 'こらえる', 'チャームボイス', 'なげつける']","[79.6, 77.6, 75.5, 73.5, 24.5, 24.5, 20.4, 20.4, 4.1]","['かちき', 'メロメロボディ']","[90.0, 10.0]",['きあいのタスキ'],[100.0],,
0179-000,9999,179,0,メリープ,,メリープ,"['なきごえ', 'コットンガード', 'かみなり', 'マジカルシャイン', 'でんじは', 'でんきショック', 'たいあたり', 'テラバースト', 'ひかりのかべ', 'かいでんぱ']","[54.3, 40.0, 40.0, 40.0, 37.1, 31.4, 31.4, 28.6, 17.1, 5.7]",['せいでんき'],[100.0],"['しんかのきせき', 'きあいのタスキ']","[60.0, 40.0]",['ひこう'],[100.0]
0180-000,9999,180,0,モココ,,モココ,"['でんじは', 'ねむる', 'ほうでん', 'かいでんぱ', 'まもる', 'コットンガード', 'わたほうし', 'ボルトチェンジ', 'でんきショック', 'あやしいひかり']","[95.5, 63.6, 56.8, 56.8, 34.1, 31.8, 29.5, 6.8, 4.5, 4.5]",['せいでんき'],[100.0],['しんかのきせき'],[100.0],['でんき'],[100.0]
0183-000,9999,183,0,マリル,,マリル,"['ほろびのうた', 'じゃれつく', 'まもる', 'あなをほる', 'アクアジェット', 'アンコール', 'あまえる', 'とびはねる', 'ねむる', 'ドわすれ']","[68.2, 40.5, 29.1, 27.0, 26.0, 25.3, 21.6, 21.3, 17.6, 17.6]","['そうしょく', 'ちからもち', 'あついしぼう']","[66.7, 32.5, 0.8]","['しんかのきせき', 'オボンのみ', 'ちからのハチマキ']","[98.4, 0.8, 0.8]","['いわ', 'ノーマル', 'みず', 'フェアリー']","[45.5, 36.4, 9.1, 9.1]"
0185-000,9999,185,0,ウソッキー,,ウソッキー,"['ふいうち', 'もろはのずつき', 'カウンター', 'ウッドハンマー', 'ステルスロック', 'がんせきふうじ', 'ロックブラスト', 'アームハンマー', 'じしん', 'ほのおのパンチ']","[89.1, 54.2, 50.2, 42.4, 24.1, 20.1, 14.6, 12.3, 12.3, 12.2]","['がんじょう', 'いしあたま', 'びびり']","[52.3, 47.6, 0.1]","['じゃくてんほけん', 'こだわりハチマキ', 'きあいのタスキ', 'ゴツゴツメット', 'いかさまダイス', 'チイラのみ', 'とつげきチョッキ', 'いのちのたま', 'たつじんのおび', 'メンタルハーブ']","[12.2, 10.5, 9.4, 8.4, 6.7, 6.4, 5.8, 5.3, 4.9, 3.6]","['いわ', 'くさ', 'あく', 'かくとう', 'じめん', 'ゴースト', 'ノーマル', 'フェアリー', 'ひこう', 'ほのお']","[57.2, 33.6, 3.7, 2.0, 1.1, 0.7, 0.6, 0.3, 0.3, 0.2]"
0187-000,9999,187,0,ハネッコ,,ハネッコ,"['ねむりごな', 'やどりぎのタネ', 'こうごうせい', 'タネマシンガン', 'はねる', 'おきみやげ', 'ちからをすいとる', 'どくのこな', 'たいあたり', 'すいとる']","[54.6, 47.2, 31.2, 26.4, 22.7, 21.2, 19.3, 19.0, 17.8, 14.1]","['ようりょくそ', 'すりぬけ', 'リーフガード']","[93.7, 3.6, 2.7]","['しんかのきせき', 'きあいのタスキ', 'あついいわ', 'ゴツゴツメット']","[59.8, 27.2, 12.0, 1.1]",,
0188-000,9999,188,0,ポポッコ,,ポポッコ,"['ちからをすいとる', 'やどりぎのタネ', 'コットンガード', 'バトンタッチ', 'とんぼがえり', 'おきみやげ', 'ギガドレイン', 'ねむりごな', 'しびれごな', 'とびはねる']","[92.3, 90.6, 89.0, 73.9, 8.1, 5.6, 4.3, 4.2, 3.7, 3.5]","['すりぬけ', 'ようりょくそ', 'リーフガード']","[59.9, 21.5, 18.6]","['しんかのきせき', 'こだわりスカーフ', 'メンタルハーブ', 'きあいのタスキ', 'ゴツゴツメット']","[97.3, 1.0, 0.7, 0.6, 0.3]","['ほのお', 'はがね', 'ひこう', 'ノーマル', 'みず', 'くさ', 'ゴースト', 'じめん', 'フェアリー', 'エスパー']","[32.4, 26.6, 12.6, 7.2, 5.9, 4.1, 3.2, 2.7, 1.4, 1.4]"
0191-000,9999,191,0,ヒマナッツ,,ヒマナッツ,"['がむしゃら', 'にほんばれ', 'ソーラービーム', 'アンコール', 'せいちょう', 'たいあたり', 'やどりぎのタネ', 'なやみのタネ', 'みがわり', 'すてみタックル']","[73.7, 54.1, 48.3, 44.0, 32.1, 23.9, 18.7, 15.8, 12.9, 8.6]","['ようりょくそ', 'はやおき', 'サンパワー']","[95.9, 3.1, 1.0]","['きあいのタスキ', 'しんかのきせき', 'イワイノヨロイ', 'こだわりスカーフ', 'ひかりのねんど', 'ふうせん']","[93.5, 2.2, 1.1, 1.1, 1.1, 1.1]",['くさ'],[100.0]
0192-000,9999,192,0,キマワリ,,キマワリ,"['だいちのちから', 'マジカルシャイン', 'ソーラービーム', 'ギガドレイン', 'テラバースト', 'リーフストーム', 'すてみタックル', 'ヘドロばくだん', 'にほんばれ', 'たいあたり']","[61.6, 53.4, 51.7, 37.8, 37.7, 20.8, 18.4, 15.7, 13.5, 13.0]","['サンパワー', 'ようりょくそ', 'はやおき']","[80.3, 17.4, 2.3]","['いのちのたま', 'とつげきチョッキ', 'こだわりメガネ', 'きあいのタスキ', 'きせきのタネ', 'オボンのみ', 'ものしりメガネ', 'たつじんのおび', 'だっしゅつパック', 'あついいわ']","[48.3, 13.5, 10.3, 5.4, 4.9, 3.8, 3.0, 1.7, 1.4, 1.1]","['ほのお', 'くさ', 'フェアリー', 'こおり', 'じめん', 'みず', 'ノーマル', 'あく', 'でんき']","[55.0, 27.5, 7.5, 4.0, 2.2, 1.9, 1.1, 0.5, 0.3]"
0198-000,9999,198,0,ヤミカラス,,ヤミカラス,"['おいかぜ', 'ちょうはつ', 'イカサマ', 'くろいきり', 'でんじは', 'ブレイブバード', 'ほろびのうた', 'とんぼがえり', 'ふいうち', 'ナイトヘッド']","[82.4, 77.0, 72.3, 47.0, 24.4, 12.1, 11.2, 9.0, 7.9, 6.0]","['いたずらごころ', 'ふみん', 'きょううん']","[97.2, 1.9, 0.9]","['しんかのきせき', 'きあいのタスキ', 'だっしゅつボタン', 'おんみつマント', 'たべのこし', 'するどいくちばし', 'いのちのたま', 'あついいわ', 'こだわりスカーフ', 'ピントレンズ']","[67.3, 19.2, 7.1, 0.9, 0.8, 0.6, 0.4, 0.4, 0.4, 0.4]","['あく', 'ひこう', 'フェアリー', 'ゴースト', 'ほのお', 'くさ', 'じめん', 'はがね', 'でんき', 'みず']","[53.4, 20.4, 7.8, 6.8, 3.9, 2.9, 1.9, 1.0, 1.0, 1.0]"
0200-000,9999,200,0,ムウマ,,ムウマ,"['いたみわけ', 'おにび', 'ほろびのうた', 'くろいまなざし', 'たたりめ', 'でんじは', 'ちょうはつ', 'のろい', 'みちづれ', 'トリックルーム']","[61.4, 40.8, 40.6, 30.8, 26.8, 21.5, 20.6, 19.2, 19.0, 16.8]",['ふゆう'],[100.0],"['しんかのきせき', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'こだわりメガネ', 'とつげきチョッキ', 'おんみつマント', 'ぼうじんゴーグル', 'オボンのみ']","[95.1, 2.5, 1.6, 0.2, 0.2, 0.1, 0.1, 0.0, 0.0]","['フェアリー', 'でんき', 'あく', 'ゴースト', 'ノーマル', 'どく', 'はがね', 'みず', 'ほのお', 'かくとう']","[39.6, 24.1, 10.6, 6.5, 6.2, 5.8, 3.8, 1.8, 0.5, 0.5]"
0203-000,9999,203,0,キリンリキ,,キリンリキ,"['ツインビーム', 'マジカルシャイン', 'イカサマ', 'でんじは', 'ねむる', 'バトンタッチ', 'めいそう', 'くさわけ', 'ミラーコート', 'わるだくみ']","[55.1, 43.5, 39.3, 29.6, 20.1, 19.8, 17.9, 16.9, 15.9, 14.0]","['そうしょく', 'はやおき', 'せいしんりょく']","[65.7, 30.9, 3.4]","['しんかのきせき', 'こだわりスカーフ', 'きあいのタスキ', 'こだわりメガネ', 'カムラのみ', 'とつげきチョッキ', 'いのちのたま', 'こだわりハチマキ', 'たべのこし', 'クリアチャーム']","[87.0, 9.4, 0.9, 0.7, 0.5, 0.5, 0.5, 0.4, 0.1, 0.1]","['フェアリー', 'かくとう', 'エスパー', 'ノーマル', 'こおり', 'ひこう', 'あく', 'くさ', 'はがね', 'ほのお']","[66.1, 10.8, 9.6, 3.6, 2.4, 2.0, 1.6, 1.2, 0.8, 0.8]"
0204-000,9999,204,0,クヌギダマ,,クヌギダマ,"['だいばくはつ', 'ステルスロック', 'カウンター', 'まきびし', 'ジャイロボール', 'すなあらし', 'こうそくスピン', 'ひかりのかべ', 'ころがる', 'とっしん']","[77.8, 49.1, 43.9, 40.9, 36.3, 32.7, 27.5, 26.3, 13.5, 11.1]",['がんじょう'],[100.0],"['しんかのきせき', 'さらさらいわ', 'ゴツゴツメット', 'メンタルハーブ', 'チイラのみ', 'ノーマルジュエル', 'ひかりのねんど', 'せんせいのツメ']","[29.8, 26.3, 24.6, 8.8, 3.5, 3.5, 1.8, 1.8]",,
0211-000,9999,211,0,ハリーセン,,ハリーセン,"['みちづれ', 'アクアブレイク', 'たきのぼり', 'ちょうはつ', 'どくどく', 'どくづき', 'ダストシュート', 'ちいさくなる', 'まきびし', 'でんじは']","[57.6, 29.7, 28.0, 25.0, 23.6, 23.1, 22.5, 20.9, 19.8, 16.6]","['すいすい', 'いかく', 'どくのトゲ']","[55.8, 39.5, 4.7]","['きあいのタスキ', 'いのちのたま', 'くろいヘドロ', 'ゴツゴツメット', 'ぼうじんゴーグル', 'たべのこし', 'しめったいわ', 'こだわりハチマキ', 'オボンのみ', 'しんかのきせき']","[23.7, 20.6, 14.2, 12.8, 5.7, 5.0, 4.1, 2.0, 1.7, 1.4]","['みず', 'どく', 'こおり', 'じめん', 'むし', 'ひこう', 'フェアリー', 'くさ', 'ゴースト', 'ノーマル']","[58.9, 9.8, 8.0, 6.0, 5.6, 4.4, 3.0, 1.8, 1.2, 0.4]"
0215-000,9999,215,0,ニューラ,,ニューラ,"['こおりのつぶて', 'どろぼう', 'れいとうパンチ', 'イカサマ', 'ちょうはつ', 'つららおとし', 'ねこだまし', 'かわらわり', 'きしかいせい', 'つるぎのまい']","[68.4, 33.0, 31.6, 27.2, 26.5, 25.0, 23.4, 19.4, 18.6, 15.1]","['せいしんりょく', 'するどいめ', 'わるいてぐせ']","[66.4, 30.7, 2.9]","['きあいのタスキ', 'しんかのきせき', 'とけないこおり', 'するどいツメ', 'おうじゃのしるし', 'じゃくてんほけん', 'いのちのたま', 'こだわりハチマキ', 'いかさまダイス', 'しあわせタマゴ']","[33.5, 28.6, 8.9, 8.2, 6.3, 3.7, 3.3, 2.6, 2.2, 1.1]","['あく', 'ゴースト', 'こおり', 'かくとう', 'フェアリー', 'ノーマル']","[35.7, 28.6, 14.3, 10.7, 7.1, 3.6]"
0216-000,9999,216,0,ヒメグマ,,ヒメグマ,"['あまえる', 'カウンター', 'じゃれつく', 'つぶらなひとみ', 'なげつける', 'あばれる', 'ねむる', 'いびき', 'しっぺがえし', 'ほしがる']","[40.8, 40.3, 40.3, 39.3, 24.0, 20.4, 19.4, 17.9, 17.3, 15.3]","['はやあし', 'ものひろい']","[54.4, 45.6]","['きあいのタスキ', 'しんかのきせき', 'でんきだま', 'どくどくだま', 'かえんだま', 'ゴツゴツメット']","[37.8, 32.4, 14.9, 8.1, 4.1, 2.7]",,
0225-000,9999,225,0,デリバード,,デリバード,"['みちづれ', 'カウンター', 'おいかぜ', 'こおりのつぶて', 'おきみやげ', 'ねこだまし', 'こごえるかぜ', 'フリーズドライ', 'イカサマ', 'まきびし']","[76.4, 49.7, 42.2, 33.4, 33.1, 22.6, 13.6, 10.8, 10.5, 10.3]","['やるき', 'はりきり', 'ふみん']","[60.4, 23.5, 16.1]","['きあいのタスキ', 'こだわりスカーフ', 'こだわりハチマキ', 'いのちのたま', 'かえんだま', 'とつげきチョッキ', 'とけないこおり', 'カムラのみ', 'こだわりメガネ', 'チイラのみ']","[88.7, 2.9, 2.3, 1.3, 0.7, 0.5, 0.5, 0.4, 0.3, 0.2]","['こおり', 'ノーマル', 'ひこう', 'フェアリー', 'ほのお', 'かくとう', 'あく', 'じめん', 'ゴースト', 'でんき']","[40.5, 11.8, 10.5, 9.7, 8.0, 6.8, 3.4, 2.5, 2.5, 1.7]"
0228-000,9999,228,0,デルビル,,デルビル,"['みちづれ', 'ほうふく', 'ふいうち', 'ほえる', 'イカサマ', 'いちゃもん', 'カウンター', 'くさわけ', 'ちょうはつ', 'まもる']","[86.1, 83.0, 72.6, 34.0, 33.8, 13.9, 13.3, 12.1, 11.5, 7.4]","['もらいび', 'はやおき', 'きんちょうかん']","[65.3, 33.8, 0.8]","['きあいのタスキ', 'こだわりスカーフ', 'きあいのハチマキ']","[97.5, 2.0, 0.5]","['あく', 'ほのお']","[84.6, 15.4]"
0231-000,9999,231,0,ゴマゾウ,,ゴマゾウ,"['がむしゃら', 'こおりのつぶて', 'カウンター', 'じわれ', 'すなあらし', 'ステルスロック', 'じならし', 'まるくなる', 'ころがる', 'じたばた']","[74.5, 71.1, 57.7, 51.0, 24.0, 22.7, 18.3, 16.6, 16.3, 15.7]","['ものひろい', 'すながくれ']","[90.6, 9.4]","['きあいのタスキ', 'しんかのきせき']","[87.2, 12.8]","['じめん', 'ゴースト']","[50.0, 50.0]"
0234-000,9999,234,0,オドシシ,,オドシシ,"['でんじは', 'テラバースト', 'めいそう', 'じしん', 'すてみタックル', 'エナジーボール', 'だいちのちから', 'ひかりのかべ', 'リフレクター', 'かなしばり']","[35.2, 29.6, 29.4, 27.7, 24.6, 21.5, 20.7, 20.5, 16.7, 16.2]","['いかく', 'そうしょく', 'おみとおし']","[80.7, 12.0, 7.2]","['しんかのきせき', 'いのちのたま', 'こだわりスカーフ', 'ひかりのねんど', 'きあいのタスキ', 'こだわりメガネ', 'たべのこし', 'こだわりハチマキ', 'からぶりほけん', 'ひかりのこな']","[63.9, 16.3, 5.9, 4.4, 2.7, 2.2, 1.4, 1.3, 0.6, 0.5]","['フェアリー', 'くさ', 'ゴースト', 'じめん', 'ノーマル', 'はがね', 'みず', 'こおり', 'むし', 'かくとう']","[34.0, 19.2, 14.0, 7.2, 7.2, 5.3, 4.5, 4.5, 1.5, 1.1]"
0246-000,9999,246,0,ヨーギラス,,ヨーギラス,"['じしん', 'りゅうのまい', 'いやなおと', 'ロックブラスト', 'しっぺがえし', 'たいあたり', 'にらみつける', 'いわおとし', 'いわなだれ', 'ステルスロック']","[68.5, 37.5, 36.1, 36.1, 24.5, 24.1, 24.1, 22.7, 17.1, 14.4]","['こんじょう', 'すながくれ']","[97.6, 2.4]","['おうじゃのしるし', 'やわらかいすな', 'かえんだま', 'とつげきチョッキ', 'ものまねハーブ']","[35.1, 29.7, 21.6, 8.1, 5.4]","['ひこう', 'いわ']","[83.3, 16.7]"
0247-000,9999,247,0,サナギラス,,サナギラス,"['ねむる', 'じしん', 'げきりん', 'りゅうのまい', 'ストーンエッジ', 'のろい', 'ねごと', 'かみくだく', 'アイアンヘッド', 'ロックブラスト']","[71.2, 70.0, 56.5, 56.2, 39.2, 33.8, 20.8, 13.5, 9.2, 6.5]",['だっぴ'],[100.0],['しんかのきせき'],[100.0],"['ドラゴン', 'じめん', 'ほのお']","[73.3, 23.3, 3.3]"
0278-000,9999,278,0,キャモメ,,キャモメ,"['ぼうふう', 'はたきおとす', 'とんぼがえり', 'あまごい']","[100.0, 100.0, 100.0, 100.0]",,,,,,
0280-000,9999,280,0,ラルトス,,ラルトス,"['トリックルーム', 'みちづれ', 'おきみやげ', 'サイコキネシス', 'めいそう', 'ゆめくい', 'いやしのはどう', 'アンコール', 'かげうち', 'でんじは']","[65.1, 58.7, 56.6, 22.8, 21.7, 21.7, 21.7, 15.3, 13.9, 11.4]","['トレース', 'シンクロ', 'テレパシー']","[53.1, 45.4, 1.5]","['きあいのタスキ', 'しんかのきせき']","[98.2, 1.8]",['フェアリー'],[100.0]
0281-000,9999,281,0,キルリア,,キルリア,"['みちづれ', 'おきみやげ', 'トリックルーム', 'アンコール', 'でんじは', 'かげうち', 'サイケこうせん', 'さいみんじゅつ', 'テレポート', 'はたきおとす']","[72.3, 58.5, 44.8, 35.7, 29.9, 15.9, 14.6, 13.7, 13.4, 10.7]","['トレース', 'シンクロ', 'テレパシー']","[65.4, 25.0, 9.6]","['きあいのタスキ', 'しんかのきせき', 'かえんだま', 'こだわりスカーフ', 'ものまねハーブ']","[83.7, 13.0, 1.1, 1.1, 1.1]",['エスパー'],[100.0]
0283-000,9999,283,0,アメタマ,,アメタマ,"['パワーシェア', 'ねばねばネット', 'とびつく', 'アクアブレイク', 'くろいきり', 'とどめばり', 'アクロバット', 'ハイドロポンプ', 'あまごい', 'こごえるかぜ']","[59.9, 58.9, 37.3, 27.8, 26.6, 22.6, 21.9, 21.9, 20.0, 18.5]","['すいすい', 'あめうけざら']","[94.3, 5.7]","['きあいのタスキ', 'しんかのきせき', 'こだわりメガネ', 'いのちのたま']","[72.0, 16.1, 6.7, 5.2]","['みず', 'むし', 'ひこう']","[62.1, 27.6, 10.3]"
0285-000,9999,285,0,キノココ,,キノココ,"['キノコのほうし', 'やどりぎのタネ', 'まもる', 'みがわり', 'ヘドロばくだん', 'ずつき', 'どくのこな', 'ギガドレイン', 'せいちょう', 'あまえる']","[80.5, 80.5, 64.2, 37.9, 30.5, 19.5, 19.5, 19.5, 13.7, 11.1]","['ポイズンヒール', 'ほうし', 'はやあし']","[76.6, 17.2, 6.3]","['しんかのきせき', 'どくどくだま', 'かえんだま']","[50.0, 44.4, 5.6]",['いわ'],[100.0]
0287-000,9999,287,0,ナマケロ,,ナマケロ,"['あくび', 'アンコール', 'のろい', 'カウンター', 'ひっかく', 'ドわすれ', 'なまける', 'ずつき']","[96.6, 89.7, 89.7, 89.7, 6.9, 3.4, 3.4, 3.4]",['なまけ'],[100.0],['きあいのタスキ'],[100.0],,
0288-000,9999,288,0,ヤルキモノ,,ヤルキモノ,"['なまける', 'ビルドアップ', 'じごくづき', 'あくび', 'ちょうはつ', 'ドレインパンチ', 'アンコール', 'カウンター', 'でんじは', 'シャドークロー']","[70.8, 51.0, 44.7, 21.5, 19.3, 19.0, 15.8, 15.2, 15.1, 14.3]",['やるき'],[100.0],"['しんかのきせき', 'チイラのみ', 'するどいツメ', 'きあいのタスキ', 'ひかりのこな', 'カムラのみ', 'ピントレンズ', 'いかさまダイス', 'たべのこし', 'バンジのみ']","[89.9, 2.8, 2.7, 2.3, 0.6, 0.5, 0.4, 0.2, 0.2, 0.2]","['ゴースト', 'フェアリー', 'ノーマル', 'ひこう', 'ほのお', 'かくとう', 'ドラゴン', 'どく', 'あく', 'じめん']","[40.5, 21.3, 14.9, 9.0, 5.5, 5.0, 1.2, 0.9, 0.9, 0.6]"
0296-000,9999,296,0,マクノシタ,,マクノシタ,"['はたきおとす', 'ねこだまし', 'カウンター', 'ビルドアップ', 'バレットパンチ', 'きあいだめ', 'たいあたり', 'はらだいこ', 'ふきとばし', 'インファイト']","[69.0, 56.0, 36.9, 32.1, 31.0, 25.0, 22.6, 19.0, 17.9, 17.9]","['こんじょう', 'あついしぼう']","[95.2, 4.8]","['きあいのタスキ', 'しんかのきせき']","[60.0, 40.0]",,
0298-000,9999,298,0,ルリリ,,ルリリ,"['アンコール', 'ひかりのかべ', 'アクアジェット', 'ほろびのうた', 'バブルこうせん', 'てだすけ', 'みずでっぽう', 'うたう', 'はねる', 'あまえる']","[42.3, 33.0, 29.9, 28.9, 20.6, 20.6, 20.6, 20.6, 20.6, 18.6]","['あついしぼう', 'ちからもち', 'そうしょく']","[47.4, 44.7, 7.9]","['しんかのきせき', 'こだわりハチマキ', 'かえんだま', 'のどスプレー', 'きあいのタスキ', 'オボンのみ', 'たべのこし']","[35.1, 29.7, 10.8, 8.1, 8.1, 5.4, 2.7]","['ノーマル', 'ほのお']","[90.0, 10.0]"
0307-000,9999,307,0,アサナン,,アサナン,"['しねんのずつき', 'とびひざげり', 'きしかいせい', 'バレットパンチ', 'れいとうパンチ', 'トリックルーム', 'どくづき', 'かみなりパンチ', 'カウンター', 'フェイント']","[80.8, 75.4, 44.6, 37.7, 26.9, 25.4, 18.8, 18.8, 14.2, 13.5]",['ヨガパワー'],[100.0],"['たつじんのおび', 'きあいのタスキ', 'いのちのたま', 'しんかのきせき']","[46.6, 41.1, 10.3, 2.1]","['かくとう', 'エスパー', 'でんき']","[67.5, 22.5, 10.0]"
0308-000,9999,308,0,チャーレム,,チャーレム,"['しねんのずつき', 'とびひざげり', 'れいとうパンチ', 'バレットパンチ', 'ねこだまし', 'ほのおのパンチ', 'インファイト', 'トリック', 'くさわけ', 'かみなりパンチ']","[58.7, 49.8, 47.6, 34.3, 31.6, 28.8, 28.3, 13.1, 12.8, 12.1]","['ヨガパワー', 'テレパシー']","[99.9, 0.1]","['きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'パンチグローブ', 'とつげきチョッキ', 'こだわりハチマキ', 'ラムのみ', 'こうかくレンズ', 'ちからのハチマキ', 'たつじんのおび']","[33.1, 29.0, 16.8, 4.6, 3.9, 2.6, 1.6, 1.4, 1.3, 1.1]","['かくとう', 'はがね', 'あく', 'エスパー', 'ノーマル', 'ほのお', 'ゴースト', 'フェアリー', 'こおり', 'どく']","[41.1, 15.9, 11.9, 9.2, 5.9, 4.2, 4.0, 2.8, 2.4, 0.7]"
0316-000,9999,316,0,ゴクリン,,ゴクリン,"['あくび', 'いたみわけ', 'みちづれ', 'アンコール', 'れいとうビーム', 'アシッドボム', 'どくどく', 'クリアスモッグ', 'でんじは', 'ギガドレイン']","[77.5, 76.4, 61.5, 35.3, 30.5, 29.8, 20.7, 15.6, 10.9, 10.2]","['ねんちゃく', 'ヘドロえき']","[92.6, 7.4]","['しんかのきせき', 'きあいのタスキ']","[98.1, 1.9]","['どく', 'フェアリー', 'ドラゴン']","[33.3, 33.3, 33.3]"
0317-000,9999,317,0,マルノーム,,マルノーム,"['どくどく', 'ボディプレス', 'ほおばる', 'あくび', 'アンコール', 'ゲップ', 'たくわえる', 'まもる', 'みちづれ', 'とける']","[47.6, 46.1, 30.4, 28.7, 24.1, 19.9, 14.8, 14.6, 14.5, 14.3]","['ねんちゃく', 'ヘドロえき', 'くいしんぼう']","[65.0, 29.6, 5.4]","['くろいヘドロ', 'リュガのみ', 'でんきだま', 'たべのこし', 'ウイのみ', 'ゴツゴツメット', 'フィラのみ', 'オボンのみ', 'ズアのみ', 'ヤタピのみ']","[29.4, 22.8, 7.5, 6.5, 3.7, 3.6, 3.3, 2.8, 2.3, 2.2]","['ひこう', 'かくとう', 'どく', 'あく', 'くさ', 'ノーマル', 'ゴースト', 'こおり', 'ほのお', 'じめん']","[25.0, 16.0, 13.4, 10.5, 10.2, 7.8, 4.1, 3.5, 2.6, 2.0]"
